ID,제조사,모델,차량상태,배터리용량,구동방식,주행거리(km),보증기간(년),연식(년),가격(백만원),사고이력_Yes
TRAIN_0030,2,4,1,1.091006079047926,1,0.8064214256579468,-0.7595382847888732,2.9522541608239274,27.53,False
TRAIN_0031,4,16,2,-0.5603797736108802,0,1.3337458566514249,-1.085034090251244,-0.4147178659469691,151.0,False
TRAIN_0032,4,15,0,0.3487705455380381,0,-1.4843520360923947,-1.085034090251244,-0.4147178659469691,120.08,False
TRAIN_0033,0,12,2,0.8312148891964144,0,1.5141226738954634,-1.7360257011759859,-0.4147178659469691,94.79,False
TRAIN_0034,0,11,2,-1.1176175095061358,0,1.01000312082924,-1.7360257011759859,-0.4147178659469691,55.44,False
TRAIN_0035,6,1,1,-0.11713050427304697,0,0.4541213781809746,0.21694913159823945,2.9522541608239274,37.18,False
TRAIN_0036,3,0,0,1.226521779227646,0,-1.023947865934938,1.518932353447723,-0.4147178659469691,48.47,False
TRAIN_0037,1,19,0,-0.5031835941278451,0,-0.41709794218153506,0.8679407425229813,-0.4147178659469691,64.14,False
TRAIN_0038,3,10,1,-1.1732354114548957,1,0.5383788623492624,-0.10854667386413142,-0.4147178659469691,28.77,False
TRAIN_0039,2,5,0,-0.035637805686961996,1,-1.5636018427596396,1.1934365479853521,-0.4147178659469691,24.02,False
TRAIN_0040,1,19,0,-0.5031835941278451,2,-0.40427635327991657,0.8679407425229813,-0.4147178659469691,65.07,False
TRAIN_0041,0,11,1,-0.005259470530933799,0,0.7358832447931312,-0.10854667386413142,1.268768147438479,57.27,False
TRAIN_0042,2,3,0,-0.47611135377306046,0,-0.21949684439768566,1.518932353447723,-0.4147178659469691,39.0,False
TRAIN_0043,5,8,2,1.2287204663753781,0,1.3152336278797045,-1.085034090251244,-0.4147178659469691,91.61,False
TRAIN_0044,1,19,2,-1.1567194354954922,2,1.4039687653473392,-1.7360257011759859,-0.4147178659469691,60.59,False
TRAIN_0045,0,12,0,0.8312148891964144,0,-1.6677144975185505,0.5424449370606104,-0.4147178659469691,100.38,False
TRAIN_0047,3,13,2,-1.8671181450313685,1,1.2357824815983665,-1.085034090251244,-0.4147178659469691,22.39,True
TRAIN_0049,5,8,0,1.650008342289271,0,-0.32733958957037745,0.5424449370606104,-0.4147178659469691,77.32,False
TRAIN_0050,5,7,1,1.203386190905816,0,0.4722478050166993,-0.4340424793265023,-0.4147178659469691,82.64,False
TRAIN_0051,1,19,1,-0.0551603038783625,2,0.8622845901903086,-0.10854667386413142,1.268768147438479,60.12,False
TRAIN_0052,3,10,1,-1.1292633899903304,1,0.769202770224965,0.5424449370606104,1.268768147438479,27.69,False
TRAIN_0053,5,6,0,-0.5745043451717722,2,-0.5387126295292627,0.8679407425229813,-0.4147178659469691,54.12,False
TRAIN_0054,5,7,0,1.650008342289271,0,-0.415823956714208,0.5424449370606104,-0.4147178659469691,70.22,False
TRAIN_0055,1,19,2,-0.8190594825476899,2,1.3916384126591004,-1.410529895713615,-0.4147178659469691,61.91,False
TRAIN_0056,4,16,0,0.5527666480071379,0,-0.20779389383825944,-1.085034090251244,-0.4147178659469691,160.73,False
TRAIN_0057,1,20,0,1.226521779227646,2,-0.2737839885365586,0.8679407425229813,-0.4147178659469691,79.19,False
TRAIN_0058,4,15,2,0.2449505071446431,0,1.4127904305555545,-1.085034090251244,-0.4147178659469691,124.47,False
TRAIN_0059,0,12,0,1.226521779227646,0,-1.4042678808093851,0.8679407425229813,-0.4147178659469691,100.17,False
TRAIN_0060,1,19,0,-0.5031835941278451,0,-0.534470838890778,0.8679407425229813,-0.4147178659469691,64.07,False
TRAIN_0061,5,8,2,-0.03412713791296833,0,1.2556992785679415,-1.7360257011759859,-0.4147178659469691,89.01,False
TRAIN_0062,2,4,1,0.22921092321751943,1,1.1254957820624993,-0.7595382847888732,-0.4147178659469691,11.12,False
TRAIN_0063,1,18,1,-1.1732354114548957,2,0.35331536437139105,0.21694913159823945,2.9522541608239274,23.89,False
TRAIN_0064,4,15,1,0.2449505071446431,0,0.7697590104608033,-1.7360257011759859,2.9522541608239274,119.04,False
TRAIN_0065,0,17,1,0.3414348624288493,0,0.19600526933169402,-0.7595382847888732,-0.4147178659469691,74.0,False
TRAIN_0066,2,2,2,-1.0206390865650234,0,1.4771515634806294,-0.7595382847888732,-0.4147178659469691,35.0,False
TRAIN_0067,1,18,0,-1.4067789696774637,2,-0.4651250222792635,0.5424449370606104,-0.4147178659469691,24.93,False
TRAIN_0068,4,15,1,0.2449505071446431,0,0.30209721758399344,-1.085034090251244,-0.4147178659469691,131.9,False
TRAIN_0069,0,11,2,-0.9506226414721679,0,1.2439850998971054,-1.7360257011759859,-0.4147178659469691,55.99,False
TRAIN_0070,0,12,0,0.8312148891964144,0,-0.41269855816165746,0.5424449370606104,-0.4147178659469691,100.0,False
TRAIN_0071,2,2,0,-0.4364008740430518,0,-0.6440740001048209,1.518932353447723,-0.4147178659469691,35.96,False
TRAIN_0073,0,17,0,1.311219091839971,0,-0.3802921730526723,0.5424449370606104,-0.4147178659469691,64.67,False
TRAIN_0074,6,1,1,-0.5097731293250161,0,0.07910878892794326,-0.4340424793265023,-0.4147178659469691,40.23,False
TRAIN_0075,3,10,0,-1.2735358512129136,0,-0.3945386396193563,1.518932353447723,-0.4147178659469691,21.43,False
TRAIN_0076,2,3,1,-0.4858461385120344,0,0.8275207027999176,0.21694913159823945,-0.4147178659469691,37.12,False
TRAIN_0077,5,6,0,-0.5745043451717722,2,-1.3171580399808256,0.8679407425229813,-0.4147178659469691,54.85,False
TRAIN_0078,2,5,1,-0.2918187115359669,1,0.7460278148928421,0.21694913159823945,-0.4147178659469691,27.07,False
TRAIN_0079,1,20,0,1.226521779227646,2,-3.2145030756003936,0.5424449370606104,-0.4147178659469691,79.21,False
TRAIN_0080,2,2,0,1.226521779227646,0,-0.7364695946721771,1.518932353447723,-0.4147178659469691,35.86,False
TRAIN_0081,3,10,2,-1.5899461895075349,0,0.9126018067764595,-0.4340424793265023,-0.4147178659469691,28.91,False
TRAIN_0082,0,17,1,0.3414348624288493,0,0.11909840395919859,-0.7595382847888732,-0.4147178659469691,73.26,False
TRAIN_0083,0,12,0,1.226521779227646,0,-1.3884091631679238,0.8679407425229813,-0.4147178659469691,100.65,False
TRAIN_0084,2,5,1,-0.2918187115359669,1,0.19765017595735274,0.8679407425229813,2.9522541608239274,27.2,False
TRAIN_0085,6,1,0,-0.5080481273914785,0,-0.5445308869664389,0.8679407425229813,-0.4147178659469691,41.14,False
TRAIN_0086,6,1,1,-0.31743964860119517,0,0.7483302043954958,-0.10854667386413142,1.268768147438479,41.77,False
TRAIN_0087,6,1,2,-1.3620398374865366,0,1.458923310133799,-1.7360257011759859,-0.4147178659469691,39.72,False
TRAIN_0089,5,9,1,-0.2472114602268087,0,-0.08830341248573553,0.21694913159823945,2.9522541608239274,68.42,False
TRAIN_0090,3,0,0,1.226521779227646,1,-1.7593651226685567,1.518932353447723,-0.4147178659469691,48.95,False
TRAIN_0091,3,13,1,-0.9627625896132681,0,0.8729212238763726,0.8679407425229813,2.9522541608239274,22.89,False
TRAIN_0092,0,17,0,1.311219091839971,0,-0.16450583957048143,0.5424449370606104,-0.4147178659469691,65.67,False
TRAIN_0093,5,6,1,-0.8095310348788035,2,0.524735293347295,-0.7595382847888732,-0.4147178659469691,54.0,False
TRAIN_0094,6,1,0,1.226521779227646,0,-0.932831834792518,0.5424449370606104,-0.4147178659469691,33.99,False
TRAIN_0095,0,12,0,0.8312148891964144,0,-0.8500379773134548,0.5424449370606104,-0.4147178659469691,100.0,False
TRAIN_0096,3,13,2,-1.5899461895075349,1,1.4772750044460101,-0.4340424793265023,-0.4147178659469691,22.72,False
TRAIN_0097,4,15,1,0.2449505071446431,0,0.6365151635156266,-1.085034090251244,-0.4147178659469691,130.66,False
TRAIN_0098,1,18,1,-1.1732354114548957,0,0.0815785980561792,-0.10854667386413142,1.268768147438479,23.87,False
TRAIN_0099,3,0,0,1.226521779227646,1,-0.9526023397166775,1.1934365479853521,-0.4147178659469691,40.86,False
TRAIN_0100,4,14,0,-0.385034064247088,0,-0.4304770760102297,-1.085034090251244,-0.4147178659469691,104.5,False
TRAIN_0101,2,4,2,-1.400506533631301,1,1.1780615772001048,-1.410529895713615,2.9522541608239274,12.63,False
TRAIN_0102,4,15,0,1.226521779227646,0,-0.6534505281268228,-1.085034090251244,-0.4147178659469691,120.25,False
TRAIN_0103,6,1,2,-1.0418839958119486,0,1.5121824431801008,-1.410529895713615,-0.4147178659469691,39.19,True
TRAIN_0104,1,20,0,1.226521779227646,2,-0.31665741211488857,0.5424449370606104,-0.4147178659469691,79.53,False
TRAIN_0105,2,4,1,-1.7188272668659557,1,0.6704976976348107,-0.7595382847888732,2.9522541608239274,9.0,False
TRAIN_0106,4,16,0,0.5527666480071379,0,-0.6286948152076274,-1.085034090251244,-0.4147178659469691,160.16,False
TRAIN_0107,3,10,2,-1.5899461895075349,0,1.4941679747517167,-0.4340424793265023,-0.4147178659469691,27.68,False
TRAIN_0108,5,6,2,-0.9821723904202592,2,0.901923982485272,-1.085034090251244,-0.4147178659469691,52.51,False
TRAIN_0110,3,0,0,1.226521779227646,1,-4.006621722996652,1.518932353447723,-0.4147178659469691,48.83,False
TRAIN_0111,3,13,0,-1.3345512988558552,1,-1.1393357392339343,1.1934365479853521,-0.4147178659469691,21.05,False
TRAIN_0112,1,19,1,-0.45274360549938447,2,0.7109312893928449,-0.7595382847888732,-0.4147178659469691,64.45,False
TRAIN_0113,0,17,1,0.5692706333560041,0,0.12034703778644626,-0.4340424793265023,-0.4147178659469691,74.06,False
TRAIN_0114,2,2,1,-0.6714038342268701,0,0.5928335879336387,-0.10854667386413142,-0.4147178659469691,34.48,False
TRAIN_0115,4,16,1,0.24939711605679032,0,-0.06519936305295368,-1.085034090251244,-0.4147178659469691,159.71,False
TRAIN_0116,1,19,0,-0.5031835941278451,0,-0.6439350683289693,0.8679407425229813,-0.4147178659469691,65.94,True
TRAIN_0117,4,16,0,1.4664974982959005,0,-0.43017675937272515,-1.085034090251244,-0.4147178659469691,160.08,False
TRAIN_0118,0,11,1,-0.40665415121951054,0,0.3335192878166781,-0.7595382847888732,-0.4147178659469691,58.49,False
TRAIN_0119,3,10,2,-1.5899461895075349,1,1.1901769057537253,-0.4340424793265023,-0.4147178659469691,27.58,False
TRAIN_0120,4,15,2,0.2449505071446431,0,1.182049129411836,-1.085034090251244,-0.4147178659469691,128.85,False
TRAIN_0121,2,5,2,-0.2918187115359669,1,1.5593292096204057,-0.7595382847888732,-0.4147178659469691,27.83,False
TRAIN_0122,3,10,1,-1.1292633899903304,1,0.8490565833528461,0.5424449370606104,1.268768147438479,28.18,False
TRAIN_0123,4,14,0,-0.385034064247088,0,-1.1947938962913771,-1.085034090251244,-0.4147178659469691,103.02,False
TRAIN_0124,1,20,0,1.226521779227646,0,-0.21768821716068204,0.8679407425229813,-0.4147178659469691,80.79,False
TRAIN_0125,2,5,0,1.226521779227646,1,-0.4274801169060017,1.518932353447723,-0.4147178659469691,22.3,False
TRAIN_0126,5,6,1,-0.4423681847043743,2,0.25071407514143274,-0.10854667386413142,1.268768147438479,53.15,False
TRAIN_0127,3,10,1,-1.1732354114548957,1,0.4437271629353235,-0.10854667386413142,-0.4147178659469691,28.23,False
TRAIN_0128,0,12,2,0.3955705614068944,0,1.520798091204763,-1.7360257011759859,-0.4147178659469691,94.89,True
TRAIN_0129,5,8,0,1.650008342289271,0,-0.6128748722029697,0.5424449370606104,-0.4147178659469691,77.29,False
TRAIN_0131,0,17,0,1.5794272484456668,0,-1.1728539192038026,0.8679407425229813,-0.4147178659469691,60.31,False
TRAIN_0132,6,1,0,-0.5080481273914785,0,-1.6558005899202186,0.8679407425229813,-0.4147178659469691,40.68,False
TRAIN_0133,0,11,0,-0.2528074884435229,0,-0.25073290636279044,0.8679407425229813,-0.4147178659469691,59.56,False
TRAIN_0136,3,13,2,-1.8671181450313685,1,1.5087807526512715,-1.085034090251244,-0.4147178659469691,21.84,False
TRAIN_0137,0,11,1,-0.005259470530933799,0,-0.043217758815474024,-0.10854667386413142,1.268768147438479,58.77,False
TRAIN_0138,3,13,1,-1.1732354114548957,1,0.12004586229915284,0.21694913159823945,-0.4147178659469691,22.54,False
TRAIN_0140,6,1,0,1.226521779227646,0,-0.21265059248117493,0.5424449370606104,-0.4147178659469691,34.94,False
TRAIN_0141,2,3,0,-0.47611135377306046,0,-2.229970853199367,1.518932353447723,-0.4147178659469691,38.93,False
TRAIN_0142,1,18,0,-1.4067789696774637,0,-0.4364115926486235,0.5424449370606104,-0.4147178659469691,24.99,False
TRAIN_0143,2,4,1,-0.977725781508112,1,1.1494175495446142,-0.7595382847888732,-0.4147178659469691,24.04,False
TRAIN_0144,5,8,0,1.9182164988949666,0,-0.4596571285334568,0.8679407425229813,-0.4147178659469691,71.95,False
TRAIN_0145,1,18,1,-1.1732354114548957,2,0.4649866131447787,-0.7595382847888732,-0.4147178659469691,23.29,False
TRAIN_0146,2,3,1,-0.09108608064475704,0,0.593916298491887,0.8679407425229813,2.9522541608239274,38.0,False
TRAIN_0147,3,13,2,-1.7313201204762736,0,1.3251215886171732,-0.7595382847888732,-0.4147178659469691,21.94,False
TRAIN_0148,4,14,0,-0.385034064247088,0,-0.2585314759917824,-1.085034090251244,-0.4147178659469691,95.91,False
TRAIN_0149,4,16,2,-0.5603797736108802,0,1.5882610369093362,-1.085034090251244,-0.4147178659469691,151.11,False
TRAIN_0150,5,9,0,-0.61448865965942,0,-0.4774904572774897,0.5424449370606104,-0.4147178659469691,64.08,False
TRAIN_0151,6,1,0,-0.5080481273914785,0,-1.0592239556819545,0.8679407425229813,-0.4147178659469691,40.73,False
TRAIN_0152,1,19,0,-0.5031835941278451,2,-1.0893269881254248,0.5424449370606104,-0.4147178659469691,64.53,False
TRAIN_0153,2,4,1,0.738100609829905,1,1.070033045237058,-0.7595382847888732,2.9522541608239274,18.24,False
TRAIN_0154,2,4,2,-0.7466184461755776,1,1.0588527744086145,-1.410529895713615,-0.4147178659469691,26.81,False
TRAIN_0155,0,17,2,-0.4821759216321675,0,1.2706859762862501,-1.7360257011759859,-0.4147178659469691,70.22,True
TRAIN_0156,4,16,2,0.03440710420917158,0,1.568855421564026,-1.085034090251244,-0.4147178659469691,156.5,False
TRAIN_0157,2,4,1,-0.7466184461755776,1,0.5465060938474314,-0.7595382847888732,2.9522541608239274,21.78,False
TRAIN_0158,3,10,1,-0.9627625896132681,1,0.6011779368168074,0.8679407425229813,2.9522541608239274,28.11,False
TRAIN_0159,6,1,2,-1.0418839958119486,0,1.4952860685681506,-1.410529895713615,-0.4147178659469691,39.29,False
TRAIN_0160,2,2,1,-0.09108608064475704,0,0.41354494747867376,0.8679407425229813,2.9522541608239274,34.6,False
TRAIN_0161,6,1,0,-0.5080481273914785,0,-0.43701814008488976,0.5424449370606104,-0.4147178659469691,34.71,False
TRAIN_0162,5,6,1,-0.6296904077652999,2,0.4759729571765424,-0.4340424793265023,-0.4147178659469691,53.78,False
TRAIN_0163,0,11,1,-0.21008580486507317,0,0.8628219409730703,-0.4340424793265023,-0.4147178659469691,59.0,False
TRAIN_0164,1,18,1,-1.1732354114548957,0,0.09834323899230857,0.21694913159823945,2.9522541608239274,24.0,False
TRAIN_0165,2,3,0,-0.47611135377306046,0,-1.3561452626723471,1.1934365479853521,-0.4147178659469691,38.94,True
TRAIN_0166,3,10,2,-1.5899461895075349,0,1.2781649830360486,-0.4340424793265023,-0.4147178659469691,28.97,False
TRAIN_0167,0,12,0,0.8312148891964144,0,-0.7385542565454685,0.8679407425229813,-0.4147178659469691,101.01,False
TRAIN_0168,6,1,1,-0.31743964860119517,0,0.43910067786853507,-0.10854667386413142,1.268768147438479,40.16,False
TRAIN_0169,2,2,1,-0.4858461385120344,0,0.3984749116315207,0.21694913159823945,-0.4147178659469691,35.0,False
TRAIN_0170,1,18,2,-1.8790463498909373,0,1.3970624184314446,-1.7360257011759859,-0.4147178659469691,22.62,True
TRAIN_0171,3,13,2,-1.5899461895075349,1,1.470271819705127,-0.4340424793265023,-0.4147178659469691,23.61,False
TRAIN_0172,3,0,0,1.226521779227646,1,-0.3071411280971539,1.1934365479853521,-0.4147178659469691,41.55,False
TRAIN_0173,3,10,2,-1.8790463498909373,0,1.539682953983948,-1.410529895713615,-0.4147178659469691,27.77,False
TRAIN_0174,6,1,2,-1.2052086469660486,0,1.5389266432315714,-1.7360257011759859,-0.4147178659469691,39.39,False
TRAIN_0175,1,20,0,1.226521779227646,0,-0.8131767091540479,0.5424449370606104,-0.4147178659469691,80.12,False
TRAIN_0176,4,15,0,0.3487705455380381,0,-0.19874887756908682,-1.085034090251244,-0.4147178659469691,120.52,False
TRAIN_0177,5,7,0,1.9182164988949666,0,-0.591506507276414,0.8679407425229813,-0.4147178659469691,64.71,False
TRAIN_0178,3,13,0,-1.3345512988558552,1,-0.975758537930355,1.1934365479853521,-0.4147178659469691,21.15,False
TRAIN_0179,2,3,2,-1.0206390865650234,0,1.302104573147173,-0.7595382847888732,-0.4147178659469691,38.0,False
TRAIN_0180,2,4,2,0.2129772716334902,1,0.3688069085990501,-1.410529895713615,-0.4147178659469691,12.2,False
TRAIN_0181,2,5,2,-0.2918187115359669,1,1.0565444144987852,-0.7595382847888732,-0.4147178659469691,27.68,False
TRAIN_0184,2,2,2,-1.1848107108452468,0,1.5018203000078112,-1.085034090251244,-0.4147178659469691,33.74,False
TRAIN_0185,0,12,0,0.8312148891964144,0,-0.31305160109682495,0.5424449370606104,-0.4147178659469691,100.15,False
TRAIN_0186,0,11,0,-0.2528074884435229,0,-0.4497846120188739,0.5424449370606104,-0.4147178659469691,59.64,False
TRAIN_0188,5,8,1,1.2287204663753781,0,0.596180008195809,-0.10854667386413142,1.268768147438479,94.36,False
TRAIN_0189,5,6,0,-0.5745043451717722,2,-0.6238275705332796,0.8679407425229813,-0.4147178659469691,54.43,False
TRAIN_0190,2,4,2,-1.451324921198696,1,1.0974321242410117,-1.410529895713615,2.9522541608239274,23.4,False
TRAIN_0191,4,14,0,-0.385034064247088,0,-0.4864843339025718,-1.085034090251244,-0.4147178659469691,96.87,False
TRAIN_0192,4,15,0,0.3487705455380381,0,-0.31280077556411795,-1.085034090251244,-0.4147178659469691,130.36,False
TRAIN_0193,0,12,2,0.3955705614068944,0,1.5244923076523877,-1.7360257011759859,-0.4147178659469691,94.51,False
TRAIN_0194,0,17,0,1.311219091839971,0,-2.171007037418111,0.5424449370606104,-0.4147178659469691,65.88,False
TRAIN_0195,3,10,0,-1.2735358512129136,1,-0.3558183373506625,1.1934365479853521,-0.4147178659469691,24.98,True
TRAIN_0196,0,12,0,0.8312148891964144,0,-0.7966395688172633,0.8679407425229813,-0.4147178659469691,100.16,False
TRAIN_0197,0,12,1,0.8312148891964144,0,0.8404903534023102,-0.10854667386413142,1.268768147438479,99.19,False
TRAIN_0198,5,6,1,-0.2472114602268087,2,0.7859969045499369,0.21694913159823945,2.9522541608239274,51.21,False
TRAIN_0199,4,15,0,0.3487705455380381,0,-2.359039750965373,-1.085034090251244,-0.4147178659469691,120.48,False
TRAIN_0200,0,12,1,0.8312148891964144,0,0.849956214595156,-0.10854667386413142,1.268768147438479,99.01,False
TRAIN_0201,1,20,0,1.226521779227646,2,-0.4339910303788549,0.8679407425229813,-0.4147178659469691,80.56,False
TRAIN_0202,1,18,1,-1.1732354114548957,2,0.8826927953931601,0.21694913159823945,2.9522541608239274,23.96,False
TRAIN_0203,3,10,0,-1.2735358512129136,1,-1.0246947867984466,1.518932353447723,-0.4147178659469691,20.98,False
TRAIN_0204,1,20,0,1.226521779227646,2,-1.1528401028682163,0.5424449370606104,-0.4147178659469691,80.88,False
TRAIN_0205,3,10,1,-0.9627625896132681,0,0.10215834327874163,0.8679407425229813,2.9522541608239274,28.3,False
TRAIN_0207,6,1,2,-0.8717129785550188,0,1.5745614390687255,-1.085034090251244,-0.4147178659469691,39.85,False
TRAIN_0208,2,5,0,1.226521779227646,1,-1.3105590345179519,1.1934365479853521,-0.4147178659469691,25.24,False
TRAIN_0209,2,3,2,-1.3424888744918586,0,1.2722312881977833,-1.410529895713615,-0.4147178659469691,36.55,True
TRAIN_0210,2,3,0,1.226521779227646,0,-0.5452469082967559,1.518932353447723,-0.4147178659469691,39.0,False
TRAIN_0211,4,14,1,-0.3779276460251639,0,0.10937235159794506,-1.085034090251244,-0.4147178659469691,120.38,False
TRAIN_0212,3,0,0,1.226521779227646,1,-0.7596100155179791,1.1934365479853521,-0.4147178659469691,39.85,False
TRAIN_0214,0,12,1,0.3955705614068944,0,0.15347296637774172,-0.4340424793265023,-0.4147178659469691,99.01,False
TRAIN_0216,2,2,1,-0.29245394138055936,0,0.06927448490658085,0.5424449370606104,1.268768147438479,34.54,False
TRAIN_0218,0,17,1,0.3414348624288493,0,-0.15041005970095933,-0.7595382847888732,-0.4147178659469691,73.4,False
TRAIN_0219,4,16,2,-0.37016372570236744,0,1.4840869338789624,-1.085034090251244,-0.4147178659469691,151.04,False
TRAIN_0220,3,0,0,1.226521779227646,1,-2.165250378771803,1.518932353447723,-0.4147178659469691,48.74,False
TRAIN_0221,3,0,0,1.226521779227646,0,-0.9034288655820966,1.1934365479853521,-0.4147178659469691,40.14,False
TRAIN_0222,4,14,0,-0.385034064247088,0,-0.8058343896613642,-1.085034090251244,-0.4147178659469691,104.57,False
TRAIN_0223,1,18,1,-1.1732354114548957,2,0.439970648386795,-0.4340424793265023,-0.4147178659469691,23.16,False
TRAIN_0224,6,1,2,-0.8717129785550188,0,1.510185399808046,-1.085034090251244,-0.4147178659469691,40.33,False
TRAIN_0225,0,11,2,-0.9506226414721679,0,1.464124146749881,-1.7360257011759859,-0.4147178659469691,56.0,False
TRAIN_0226,2,3,0,-0.47611135377306046,0,-0.17606031256327437,1.1934365479853521,-0.4147178659469691,38.93,False
TRAIN_0227,5,9,2,-0.9821723904202592,0,1.0648609884633613,-1.085034090251244,-0.4147178659469691,76.13,False
TRAIN_0229,6,1,0,-0.5080481273914785,0,-0.15439705680812738,0.8679407425229813,-0.4147178659469691,40.48,False
TRAIN_0230,4,16,0,0.5527666480071379,0,-1.198360834268176,-1.085034090251244,-0.4147178659469691,160.09,False
TRAIN_0231,1,18,1,-1.1732354114548957,2,0.7173497673112376,-0.4340424793265023,-0.4147178659469691,23.95,False
TRAIN_0232,1,18,0,-1.4067789696774637,0,-0.24535903809289586,0.5424449370606104,-0.4147178659469691,24.38,True
TRAIN_0233,0,12,0,0.8312148891964144,0,-1.4542989791684346,0.5424449370606104,-0.4147178659469691,100.2,False
TRAIN_0234,2,2,0,1.226521779227646,0,-1.3349554333336393,1.1934365479853521,-0.4147178659469691,35.86,False
TRAIN_0235,1,18,1,-1.1732354114548957,0,0.4550745219706944,-0.10854667386413142,1.268768147438479,24.0,False
TRAIN_0237,3,10,1,-0.9627625896132681,1,0.7834507561826389,0.8679407425229813,2.9522541608239274,28.6,False
TRAIN_0238,2,3,2,-1.3424888744918586,0,1.509189689518461,-1.410529895713615,-0.4147178659469691,36.91,False
TRAIN_0239,3,0,0,1.226521779227646,1,-1.072759473486335,1.518932353447723,-0.4147178659469691,47.74,False
TRAIN_0240,2,5,2,-0.2918187115359669,1,1.1707686975953777,-0.7595382847888732,-0.4147178659469691,28.95,False
TRAIN_0241,2,3,1,-0.4858461385120344,0,-0.02894657631569065,0.21694913159823945,-0.4147178659469691,37.99,False
TRAIN_0242,1,19,2,-0.639642341997248,2,1.3486818994373226,-1.085034090251244,-0.4147178659469691,62.35,False
TRAIN_0243,4,15,0,0.3487705455380381,0,-0.3593999277663793,-1.085034090251244,-0.4147178659469691,120.0,False
TRAIN_0244,4,14,0,-0.385034064247088,0,-1.5670270906864037,-1.085034090251244,-0.4147178659469691,95.66,False
TRAIN_0245,6,1,0,-0.5080481273914785,0,-0.875691281192611,0.5424449370606104,-0.4147178659469691,33.18,False
TRAIN_0246,0,11,1,0.20810717615828134,0,0.4268244805227229,0.21694913159823945,2.9522541608239274,52.08,False
TRAIN_0247,4,16,2,0.03440710420917158,0,1.2087404962994324,-1.085034090251244,-0.4147178659469691,156.19,False
